,0,1,2,3,4,5,6,7,8,9
165,1253,1253,1215,1253,1253,1253,1253,1253,1252,1253
166,434,434,434,434,434,434,434,434,434,434
167,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
168,1562,1562,1562,1524,1562,1562,1562,1562,1562,1524
169,575,575,575,575,575,575,575,575,575,575
170,1253,1252,1253,1253,1253,1253,1253,1253,1215,1253
171,2634,2634,2634,2634,2634,2634,2634,2634,2634,2634
172,416,416,416,416,416,416,416,416,416,416
173,1316,1316,1316,1354,1316,1316,1316,1316,1316,1316
174,1328,1328,1290,1328,1328,1328,1328,1290,1328,1328
175,287,326,287,326,326,287,287,326,326,326
176,2137,2099,2099,2136,2137,2137,2137,2099,2137,2136
177,1319,1319,1281,1319,1319,1319,1281,1319,1281,1319
178,1541,1502,1541,1541,1541,1541,1541,1541,1541,1502
179,1252,1253,1252,1252,1252,1252,1252,1252,1253,1253
180,71,71,71,71,71,71,71,71,71,71
181,71,72,71,72,71,72,72,72,71,71
182,1712,1712,1712,1750,1712,1712,1712,1712,1712,1712
183,1238,1238,1238,1238,1238,1238,1238,1238,1238,1238
184,1253,1215,1253,1253,1253,1253,1253,1253,1215,1253
185,1252,1290,1290,1290,1290,1252,1290,1290,1290,1290
186,1279,1241,1279,1241,1279,1316,1316,1316,1241,1279
187,1316,1316,1354,1354,1316,1354,1316,1316,1354,1316
188,1350,1350,1388,1350,1350,1350,1350,1350,1350,1350
189,1636,1674,1636,1636,1674,1674,1636,1636,1674,1636
190,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
191,1253,1252,1252,1253,1253,1252,1253,1252,1253,1253
192,454,454,454,454,454,454,454,454,454,454
193,1253,1253,1252,1253,1253,1253,1253,1252,1253,1253
194,1014,1014,1014,1014,1014,1014,1014,1014,1014,1014
195,1349,1387,1387,1349,1387,1387,1387,1349,1349,1387
196,1342,1304,1342,1342,1342,1342,1342,1342,1304,1342
197,1279,1241,1279,1279,1279,1279,1279,1241,1279,1279
198,517,517,517,517,555,517,517,517,517,517
199,2286,2286,2286,2286,2286,2286,2286,2286,2286,2286
200,2972,2972,2972,2972,2972,2972,2972,2972,2972,2972
201,1127,2977,1089,1127,1127,2977,2977,1089,1127,2977
202,1750,1712,1750,1750,1750,1750,1750,1750,1750,1712
203,2341,2341,2341,2418,2341,2341,2341,2341,2341,2341
204,1252,1215,1253,1252,1215,1253,1252,1253,1215,1253
205,1126,1164,1126,1164,1126,1164,1126,1164,1164,1164
206,1296,1296,1334,1296,1296,1296,1296,1296,1296,1296
207,1730,1731,1730,1731,1731,1730,1730,1731,1730,1731
208,340,340,263,340,340,340,340,263,340,340
209,1347,1347,1309,1347,1347,1347,1347,1309,1347,1347
210,2867,2867,2867,2867,2867,2867,2867,2867,2867,2867
211,2479,2479,2479,2479,2479,2479,2479,2479,2479,2479
212,340,340,263,340,340,340,340,340,263,340
213,585,585,585,585,585,585,585,585,585,585
214,340,340,263,340,340,340,340,263,340,340
215,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
216,1690,1652,1690,1691,1690,1690,1652,1690,1690,1690
217,1346,1346,1346,1346,1346,1346,1346,1269,1346,1346
218,1252,1253,1215,1253,1253,1253,1253,1253,1215,1253
219,1089,1089,1089,1089,1089,1051,1089,1089,1089,1089
220,246,245,245,245,245,245,245,245,245,245
221,1290,1252,1252,1290,1290,1290,1252,1290,1252,1290
222,1287,1249,1249,1287,1249,1287,1249,1249,1287,1249
223,1278,1316,1316,1316,1316,1278,1316,1316,1316,1316
224,1405,1404,1404,1405,1404,1404,1405,1366,1405,1405
225,1346,1384,1384,1384,1384,1384,1384,1346,1384,1384
226,1991,1991,1953,1991,1953,1991,1953,1991,1991,1991
227,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
228,1253,1253,1215,1253,1253,1253,1253,1215,1253,1253
229,1428,1390,1428,1428,1428,1428,1390,1428,1428,1428
230,1328,1328,1328,1328,1328,1366,1328,1328,1328,1366
231,1352,1314,1314,1352,1352,1314,1314,1352,1352,1352
232,34,34,34,34,34,34,34,34,34,34
233,2981,2981,2981,2981,50,2981,2981,2981,2981,2981
234,1346,1346,1384,1384,1346,1384,1346,1384,1384,1384
235,1422,1384,1422,1423,1422,1422,1384,1422,1422,1422
236,1373,1412,1411,1412,1412,1411,1412,1412,1373,1411
237,1522,3034,1522,3034,1522,1522,1522,1484,3034,3034
238,1484,3034,3034,3034,1522,3034,3034,3034,1484,3034
239,1253,1215,1253,1253,1253,1253,1215,1253,1215,1253
240,263,340,340,340,340,340,340,340,263,340
241,1449,1449,1487,1449,1487,1449,1449,1487,1487,1449
242,506,506,506,506,506,506,506,506,506,506
243,593,593,593,593,593,593,593,593,593,593
244,1253,1253,1253,1253,1253,1253,1253,1253,1253,1253
245,1284,1246,1284,1284,1284,1284,1246,1246,1284,1284
246,1791,1791,1791,1753,1792,1791,1791,1753,1791,1791
247,1253,1252,1253,1253,1253,1253,1253,1253,1215,1253
248,1253,1253,1215,1253,1253,1253,1252,1253,1215,1253
249,1265,1262,1300,2992,1262,1300,1265,1300,1300,1262
250,1598,3034,3034,3034,1598,3034,3034,3034,3034,3034
251,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242
252,1253,1252,1253,1253,1253,1253,1253,1253,1252,1253
253,1253,1252,1252,1253,1253,1253,1252,1252,1253,1253
254,1239,1277,1277,1277,1277,1277,1239,1277,1277,1277
255,1317,1355,1317,1355,1355,1317,1355,1355,1317,1317
256,1253,1215,1252,1253,1253,1253,1252,1215,1253,1253
257,1572,1534,1534,1534,1534,1572,1534,1534,1534,1534
258,1316,1354,1354,1316,1354,1354,1316,1316,1354,1354
259,1215,1253,1215,1253,1253,1253,1215,1253,1215,1253
260,1313,1351,1313,1351,1351,1390,1313,1351,1351,1351
261,1685,1647,1685,1685,1685,1685,1685,1685,1647,1685
262,1353,1352,1353,1353,1353,1353,1353,1352,1353,1353
263,1522,1484,1522,1522,1484,1522,1522,1522,1522,1484
264,1239,1239,1201,1239,1239,1239,1201,1239,1239,1239
265,1279,1279,1241,1279,1279,1279,1279,1279,1241,1279
266,1153,1153,1115,1153,1153,1153,1115,1153,1153,1153
267,1214,1215,1215,1215,1252,1215,1215,1214,1215,1215
268,111,111,111,111,111,111,111,111,149,111
269,1578,1539,1578,1578,1578,1539,1578,1539,1578,1578
270,1637,1599,1599,1637,1637,1599,1599,1599,1637,1637
271,1632,1593,1593,1632,1593,1632,1632,1593,1632,1632
272,1743,1743,1743,1782,1743,1743,1743,1743,1743,1743
273,1500,1500,1462,1500,1461,1500,1500,1500,1500,1462
274,980,931,980,931,980,980,931,931,931,980
275,1601,1563,1602,1601,1563,1602,1602,1601,1602,1563
276,1598,1560,1598,1560,1598,1598,1598,1598,1560,1598
277,1702,1702,1702,1703,1703,1702,1702,1702,1702,1703
278,980,943,980,981,943,943,980,980,980,943
279,1308,1308,1308,1308,1309,1308,1308,1308,1308,1308
280,1426,1387,1387,1387,1426,1426,1426,1387,1387,1426
281,1630,1592,1630,1630,1592,1630,1630,1630,1592,1630
282,1479,1480,1479,1479,1479,1479,1479,1479,1479,1480
283,591,630,591,630,593,591,591,591,630,630
284,1428,1391,1390,1428,1391,1391,1391,1428,1390,1391
285,1667,1667,1706,1706,1667,1706,1706,1667,1706,1667
286,1240,1240,1240,1241,1240,1240,1241,1240,1240,1241
287,1344,1306,1344,1306,1306,1344,1344,1344,1306,1344
288,1365,1327,1365,1327,1365,1365,1365,1365,1327,1365
289,539,539,539,539,539,539,539,539,539,539
290,1598,3034,1598,3034,1598,1598,1598,3034,1598,1598
291,1424,1425,1462,1425,1425,1424,1425,1425,1462,1424
292,1348,1310,1310,1311,1348,1348,1348,1310,1310,1348
293,1456,1418,1456,1456,1456,1456,1456,1456,1456,1418
294,1446,1408,1484,1446,1408,1446,1446,1408,1446,1446
295,1422,1423,1423,1422,1423,1423,1423,1423,1423,1422
296,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949
297,1413,1375,1413,1375,1413,1413,1413,1375,1413,1413
298,1215,1215,1215,1253,1215,1215,1215,1215,1253,1253
299,1011,1050,1011,1050,1050,1050,1011,1011,1011,1050
300,1441,1441,1479,1479,1441,1441,1479,1441,1479,1441
301,1418,1418,1380,1418,1380,1418,1418,1418,1380,1418
302,1532,1531,1532,1531,1532,1532,1531,1531,1532,1531
303,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328
304,454,455,454,454,455,455,455,455,454,454
305,1856,1819,1856,1857,1856,1819,1856,1819,1856,1819
306,973,973,973,973,973,973,973,973,973,973
307,1050,1088,1050,1088,1050,1088,1050,1088,1088,1088
308,341,341,341,341,341,341,341,341,341,341
309,1215,1253,1253,1253,1253,1253,1253,1215,1215,1253
310,2949,2949,1380,2949,2949,2949,1380,2949,2949,2949
311,3034,3034,1598,3034,3034,3034,3034,3034,3034,3034
312,341,341,341,341,341,341,341,341,341,341
313,1346,1347,1347,1308,1346,1347,1346,1346,1347,1308
314,1553,1515,1553,1515,1553,1553,1553,1515,1553,1553
315,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
316,1313,1314,1313,1313,1313,1352,1313,1313,1314,1314
317,1414,1376,1414,1414,1414,1414,1414,1376,1414,1414
318,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011
319,1313,1313,1312,1313,1351,1313,1313,1312,1313,1313
320,1328,1328,1290,1328,1328,1328,1328,1328,1290,1328
321,2949,1380,1380,1380,1380,1380,1380,1380,2949,1380
322,347,347,347,347,347,347,347,347,347,347
323,1910,1910,1910,1910,1910,1909,1910,1910,1910,1910
324,1290,1252,1252,1290,1252,1290,1290,1252,1252,1290
325,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949
326,1526,1564,1564,1526,1564,1525,1564,1564,1526,1564
327,1422,1384,1422,1422,1384,1422,1422,1384,1422,1422
328,1374,1335,1374,1335,1374,1374,1374,1335,1374,1374
329,1305,1344,1344,1344,1305,1344,1344,1344,1305,1344
330,341,341,341,341,341,341,341,341,341,341
331,1366,1328,1366,1366,1366,1366,1366,1366,1366,1328
332,68,68,68,68,68,68,68,68,68,68
333,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011
334,976,1014,1014,976,1014,976,1014,976,1014,1014
335,1425,1464,1425,1464,1425,1425,1464,1425,1425,1464
336,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240
337,1252,1252,1253,1252,1253,1253,1252,1252,1253,1253
338,1382,1344,1382,1382,1382,1382,1382,1382,1344,1382
339,1327,1327,1327,1365,1327,1327,1327,1327,1327,1327
340,1252,1253,1253,1253,1253,1253,1253,1252,1252,1253
341,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484
342,1356,1318,1356,1357,1357,1356,1357,1318,1356,1357
343,2949,1380,1380,1380,1380,1380,1380,1380,2949,1380
344,1328,1290,1328,1290,1328,1328,1328,1290,1290,1328
345,897,897,897,897,936,936,897,897,897,936
346,1290,1252,1252,1252,1252,1290,1290,1252,1290,1252
347,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088
348,1253,1252,1252,1252,1252,1252,1252,1252,1253,1252
349,378,378,378,378,378,378,378,378,378,378
350,1344,1306,1344,1344,1344,1344,1344,1344,1306,1344
351,277,277,239,277,277,239,277,277,277,277
352,1313,1312,1312,1313,1312,1312,1313,1312,1312,1313
353,1088,1088,1088,1088,1088,1051,1088,1088,1088,1088
354,1275,1314,1275,1314,1275,1314,1275,1275,1275,1314
355,975,975,975,975,975,975,975,975,975,975
356,1328,1290,1328,1328,1328,1328,1328,1328,1290,1328
357,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328
358,659,659,659,659,659,659,659,659,659,659
359,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
360,2949,2949,2949,2949,2949,2949,2949,2949,2949,2949
361,660,660,660,660,660,660,660,660,660,660
362,1590,1591,1590,1591,1590,1590,1591,1591,1590,1591
363,341,341,341,341,341,341,341,341,341,341
364,340,340,340,340,340,340,340,340,340,340
365,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615
366,1424,1386,1387,1386,1424,1386,1424,1386,1424,1424
367,1343,1343,1343,1381,1343,1343,1343,1343,1343,1343
368,1343,1382,1343,1382,1382,1382,1343,1343,1382,1382
369,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
370,1253,1215,1215,1253,1253,1253,1215,1253,1215,1253
371,340,341,340,341,341,340,341,341,340,340
372,1446,1446,1408,1484,1446,1446,1446,1446,1446,1446
373,1312,1350,1313,1312,1312,1350,1312,1350,1350,1350
374,1010,1010,1010,1010,971,1010,971,1010,1010,1010
375,1342,1342,1342,2949,1342,1342,1342,1342,1342,1342
376,682,682,682,682,682,682,682,682,682,682
377,340,340,340,340,340,340,340,340,340,340
378,205,205,205,205,205,205,205,205,205,205
379,1344,1306,1344,1344,1344,1344,1344,1344,1306,1344
380,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
381,1277,1277,1277,1316,1277,1277,1277,1277,1277,1277
382,71,71,71,71,72,71,71,71,71,71
383,1351,1313,1313,1351,1351,1313,1313,1313,1351,1351
384,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
385,1342,1304,1342,1342,1342,1342,1342,1304,1342,1342
386,935,974,936,974,935,974,936,936,974,974
387,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215
388,1342,2949,1342,2949,1342,2949,2949,2949,1342,2949
389,302,340,263,340,302,340,340,340,302,263
390,1567,1567,1567,1605,1567,1605,1605,1567,1605,1567
391,1215,1253,1215,1253,1253,1253,1215,1253,1215,1253
392,1051,1050,1050,1050,1051,1051,1050,1050,1051,1051
393,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345
394,1138,1100,1138,1100,1100,1138,1138,1100,1138,1138
395,1253,1215,1252,1253,1252,1253,1252,1253,1215,1253
396,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252
397,32,32,32,32,32,28,32,32,32,32
398,1253,1215,1215,1253,1253,1253,1215,1215,1253,1253
399,897,935,897,936,897,936,897,935,935,935
400,1252,1253,1215,1253,1252,1253,1252,1253,1215,1253
401,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
402,1253,1252,1253,1253,1253,1253,1253,1252,1253,1253
403,1307,3035,1307,1307,1307,1307,1307,1307,3035,1307
404,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750
405,1425,1424,1425,1424,1425,1425,1424,1425,1425,1425
406,1408,1370,1408,1408,1408,1408,1408,1370,1408,1408
407,1253,1215,1215,1253,1253,1253,1215,1253,1215,1253
408,132,132,132,132,132,132,132,132,132,132
409,824,862,824,824,824,862,862,824,862,862
410,1353,1315,1353,1315,1353,1353,1315,1315,1353,1353
411,1384,1346,1346,1347,1384,1384,1346,1346,1384,1384
412,2938,682,2938,682,682,2938,2938,682,682,2938
413,1277,1315,1315,1315,1277,1315,1315,1315,1315,1315
414,1253,1215,1253,1253,1253,1253,1253,1215,1215,1253
415,2835,2835,2835,2874,2835,2835,2835,2835,2835,2835
416,197,197,197,197,197,197,197,197,197,197
417,1253,1253,1215,1253,1253,1253,1215,1252,1253,1253
418,1344,1344,1344,1344,1345,1344,1344,1344,1344,1344
419,32,32,32,35,32,32,32,32,32,32
420,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646
421,1253,1215,1215,1253,1253,1253,1215,1253,1215,1253
422,592,593,592,593,593,593,593,592,592,593
423,340,340,340,340,340,340,340,340,340,340
424,1253,1252,1252,1252,1215,1215,1252,1215,1253,1253
425,385,385,385,385,385,385,385,385,385,385
426,1262,1300,1262,1300,1263,1300,1263,1262,1300,1300
427,3034,3034,3034,3034,3034,3034,3034,3034,3034,1484
428,1316,1316,1316,1316,1316,1316,1316,1316,1316,1316
429,1253,1215,1215,1253,1253,1253,1215,1215,1253,1253
430,590,629,666,629,629,666,628,590,629,666
431,1555,1555,1556,1555,1555,1556,1556,1555,1555,1556
432,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051
433,1252,1252,1252,1252,1253,1252,1252,1252,1253,1253
434,1241,1279,1279,1241,1279,1316,1316,1241,1279,1316
435,937,937,937,937,937,937,937,937,937,937
436,859,859,859,897,859,859,859,859,859,859
437,1352,1314,1314,1352,1352,1314,1314,1352,1352,1352
438,1305,1305,1305,1305,1305,1305,1305,1305,1267,1305
439,1252,1252,1252,1252,1252,1252,1252,1214,1252,1252
440,340,340,340,340,340,340,340,340,340,340
441,1484,1484,1484,1484,1484,1484,1484,1484,1484,1484
442,1313,1312,1312,1273,1312,1312,1312,1312,1312,1312
443,3034,3034,3034,3034,3034,3034,3034,3034,3034,3034
444,1252,1253,1252,1253,1252,1253,1252,1252,1253,1253
445,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355
446,1453,3021,3021,3021,3021,3021,3021,3021,1453,3021
447,341,379,341,379,379,341,379,379,341,341
448,1253,1215,1215,1215,1215,1253,1215,1215,1253,1253
449,1307,1346,1269,1346,1346,1346,1346,1346,1269,1346
450,1388,1350,1388,1388,1388,1388,1388,1388,1350,1388
451,1374,1336,1337,1374,1374,1374,1337,1337,1336,1374
452,1215,1214,1214,1214,1252,1214,1214,1215,1252,1252
453,1252,1253,1253,1253,1253,1252,1253,1253,1252,1253
454,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419
455,249,287,287,249,249,287,249,287,249,249
456,1139,1139,1100,1139,1100,1139,1139,1100,1139,1139
457,743,782,782,744,744,782,782,744,744,782
458,1484,1446,1484,1484,1484,1484,1484,1484,1484,1484
459,1318,1318,1280,1318,1318,1318,1318,1280,1280,1318
460,975,1012,975,975,975,975,975,975,975,975
461,1354,1316,1316,1316,1316,1316,1316,1316,1354,1316
462,89,89,53,89,89,89,89,89,89,89
463,1345,1307,1345,1345,1345,1345,1345,1345,1307,1345
464,2403,2441,2442,2442,2403,2441,2442,2442,2441,2403
465,253,253,253,253,253,253,253,253,253,253
466,1373,2951,1373,1373,1373,1373,1373,1373,2951,1373
