,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
197,1092,2953,1162,1088,1053,1054,2977,1121,1085,1055
198,364,248,400,440,171,361,249,402,362,363
199,2477,2509,2550,2593,2514,2513,2515,2553,2554,2512
200,2513,2439,2515,2512,2514,2649,2561,2477,2690,2517
201,1017,1053,1088,1357,1128,3004,2936,1054,1055,2977
202,1939,2514,2319,3034,1598,2243,2281,1977,2513,2512
203,2845,2921,2918,2841,2839,2889,2840,2843,2881,2882
204,2731,2736,1366,1327,2774,2772,1102,3016,644,2237
205,1206,1018,1123,365,1085,1054,2977,1055,3025,1017
206,268,2512,610,574,648,499,269,647,571,536
207,2648,2644,2688,1399,1319,2649,3004,2646,1398,1361
208,379,453,454,341,377,416,303,342,2935,340
209,1391,1106,1380,1358,3004,1418,719,1320,1144,1319
210,2924,2890,2889,2912,2803,2921,2801,2916,2894,2953
211,2881,2550,2547,2591,2552,2553,2587,2512,2509,2593
212,341,454,301,377,337,303,416,342,2935,340
213,435,364,249,400,171,362,440,402,363,361
214,187,189,416,644,224,303,228,342,2935,340
215,3025,1085,1017,162,2994,165,1054,2977,1055,123
216,2518,2479,2478,2727,2646,2477,2561,2517,2649,2690
217,435,2517,2477,362,2690,1398,363,402,440,361
218,2731,606,2275,2238,2772,1102,3016,1327,644,2237
219,1091,1128,1092,1054,2977,1121,1085,162,1055,123
220,270,233,440,194,362,195,361,363,196,171
221,2736,2695,2508,2734,2772,1366,1327,2090,1102,2087
222,2771,2808,1327,2087,2730,2810,2649,2542,2690,646
223,1229,1232,1345,402,1231,364,404,1193,365,440
224,1102,2734,2736,2731,2773,2772,2774,3016,644,2237
225,1414,1380,1358,3004,1320,1378,1375,1144,1418,1319
226,2512,2840,2437,2801,2480,2477,2881,2690,2517,2882
227,3012,326,328,404,123,402,363,364,365,440
228,606,1102,2736,2773,2731,2772,2774,3016,644,2237
229,3004,2648,1323,2646,2517,2690,1399,1361,1398,2649
230,605,228,606,570,3016,646,452,2690,644,453
231,1244,1123,1171,1161,1085,1320,3004,1278,1206,2994
232,26,3,17,148,151,2690,69,23,68,20
233,118,3,156,68,62,69,27,25,20,610
234,1378,1380,719,1375,1418,1358,1320,3004,1144,1319
235,1394,1320,1144,2963,1361,1358,719,3004,1398,1319
236,498,2477,2514,537,269,499,574,2513,2512,536
237,3034,2243,1522,1789,1863,1939,1484,1901,2512,1977
238,1521,989,3034,1522,2015,2512,1484,1939,1901,1977
239,644,1366,1102,1898,2087,2772,2275,2238,1327,2237
240,376,341,377,301,337,303,416,342,2935,340
241,1334,1410,1371,1373,1369,1319,1789,1296,2513,2512
242,400,358,249,171,537,440,402,362,363,361
243,2995,364,249,400,171,362,440,402,363,361
244,2275,2734,2774,1102,2736,2772,2731,644,3016,2237
245,1366,2649,2650,1383,2653,2646,1193,1327,3035,1382
246,2509,574,2517,2515,2395,2514,2477,536,2513,2512
247,2773,1327,2736,2731,1102,2772,2774,3016,644,2237
248,1327,606,1102,2736,2731,2774,2772,3016,644,2237
249,1398,1410,646,1327,2477,1371,1296,1370,1369,3035
250,1901,1711,3034,989,1939,2015,1522,1484,951,1977
251,1118,1094,1079,1017,1088,1092,1056,2977,1055,1054
252,1327,606,2774,2736,2772,1102,2731,644,3016,2237
253,606,2773,1102,2731,2774,2736,2772,2237,644,3016
254,3014,1231,2955,1193,2815,2775,1177,2988,402,3036
255,1056,3025,1128,1088,1092,1017,2977,1054,3004,1055
256,2731,2237,606,2772,1366,3016,644,2087,1102,1327
257,1296,3039,1358,3004,1410,1361,1375,1398,2512,1319
258,1319,1161,1162,1123,1089,1278,1126,1085,1206,2994
259,2731,2087,2774,1366,2772,1102,3016,1327,644,2237
260,1161,2994,1193,719,1345,1358,1206,1320,3004,1319
261,1371,2951,1298,3035,1795,1334,1319,1410,2512,1296
262,1085,1126,1358,1345,1171,2994,1320,1206,3004,1319
263,2243,1522,2513,1939,1863,1789,1484,1901,2512,1977
264,189,605,224,184,1398,185,151,2690,3013,646
265,1267,1229,2988,1232,1345,1375,1424,1306,1193,1382
266,1398,487,651,652,537,653,363,440,402,361
267,2087,1366,608,531,569,1102,2237,606,3016,644
268,262,187,151,148,152,224,188,228,3013,189
269,2477,2438,2435,2439,2478,2480,2646,2517,2437,2690
270,1521,2477,2243,2509,2395,1939,2514,1977,2513,2512
271,2772,2773,2736,2729,2768,2731,605,1102,3016,2690
272,188,224,261,226,646,262,266,227,228,3013
273,1450,273,800,763,684,1384,1422,2462,765,1183
274,84,118,122,262,123,187,189,185,228,224
275,1597,1750,2016,1711,1713,989,1977,1598,1901,1939
276,3034,1713,1522,1711,1598,989,1750,1939,951,1977
277,185,187,227,224,262,188,646,189,3013,228
278,323,360,185,189,226,224,262,3013,227,228
279,1296,1940,687,1298,692,3005,1942,1319,1793,1144
280,3010,93,350,157,130,122,162,120,159,123
281,608,605,262,569,570,227,646,3013,228,3016
282,2201,531,606,608,2546,644,3016,2090,2087,2508
283,323,360,363,402,196,440,285,362,361,171
284,198,3010,350,157,130,122,162,120,159,123
285,1781,1743,226,2768,223,3013,224,2087,227,228
286,1144,2988,1231,3036,1177,1193,1795,2816,2815,1218
287,1380,2546,1320,1375,1369,1418,1180,1218,1319,1144
288,2087,570,608,569,646,2508,605,606,644,3016
289,231,268,307,232,229,267,269,195,270,194
290,1713,989,1598,3034,1522,1711,1750,1939,951,1977
291,222,383,388,115,223,93,122,120,123,159
292,803,1418,806,719,1218,2546,1320,1180,1144,1319
293,727,3039,1410,1180,1941,1218,1940,687,1942,1369
294,1522,2015,1750,3034,1789,989,913,1939,951,1977
295,1319,1942,1409,1940,1398,1369,185,687,1180,1218
296,1319,3039,727,1375,1144,1418,1180,687,1218,1369
297,1371,1446,1410,3039,1407,1369,1319,1370,1373,1789
298,606,2237,2772,2774,1102,2087,1366,3016,1327,644
299,1181,364,162,120,1161,1162,402,3012,159,123
300,608,2508,646,2087,605,606,569,570,644,3016
301,1380,1410,727,3039,1375,1144,1418,686,1369,687
302,1942,2130,653,3039,2960,1418,1375,1369,1410,686
303,2508,1404,606,2090,1102,2087,3016,1327,1366,644
304,189,342,303,569,2935,606,228,340,644,3016
305,3013,453,2087,608,605,644,570,646,569,3016
306,165,402,404,363,2977,3012,440,365,364,123
307,363,1162,1123,328,123,1085,404,440,364,365
308,301,377,337,303,644,342,416,2935,3016,340
309,2736,2731,2772,1366,2774,1102,1327,2237,3016,644
310,1296,1380,1180,1410,3039,1375,1144,1418,687,1369
311,1598,1484,3034,989,1522,1711,1750,1939,951,1977
312,453,337,606,342,303,2935,416,644,3016,340
313,1144,2546,1418,1320,1217,1193,1181,1319,1180,1218
314,608,569,1102,605,570,2508,2087,606,644,3016
315,531,570,608,453,646,569,605,606,3016,644
316,1313,1198,1126,1429,1121,1218,1181,1161,1085,1162
317,1867,1827,1789,692,1296,1754,3005,687,1793,728
318,165,361,402,404,3012,363,365,440,364,123
319,1181,1345,1320,1193,806,1319,402,440,365,364
320,608,2508,2090,1327,1102,2087,1366,606,3016,644
321,1319,1375,728,1410,1418,3039,1144,1296,687,1369
322,231,230,269,158,343,270,193,194,195,196
323,2550,2477,2554,2515,2514,2395,2509,2510,2513,2512
324,1366,2508,2087,646,569,608,605,606,3016,644
325,1410,1319,1380,3039,1218,1180,1375,1144,1418,1369
326,1789,25,1638,1676,1639,2281,1679,2512,1716,1677
327,1410,3039,1334,1296,1867,1754,1319,1370,1373,1789
328,1144,1319,1827,1793,1370,1373,3005,1754,1296,1789
329,3039,719,1180,1378,1375,1380,1320,1418,1144,1319
330,569,606,342,453,303,2935,416,644,340,3016
331,1404,606,3016,2090,644,1671,2508,1366,2087,1327
332,26,17,1384,148,23,152,69,68,2889,20
333,165,1085,402,363,404,3012,440,365,364,123
334,1379,1153,1232,1375,1347,1345,1384,1181,1385,1193
335,115,157,258,93,130,223,122,120,159,123
336,3025,1055,1123,1017,1085,404,1206,365,123,2994
337,2774,2734,1366,2090,2087,1327,1898,2238,2275,2237
338,1380,1418,2963,1320,1358,719,3004,1398,1144,1319
339,531,608,570,2238,569,646,605,606,3016,644
340,1102,2773,2090,2275,2774,1366,2087,2238,1327,2237
341,1789,913,1522,3034,1484,2015,989,1939,951,1977
342,1399,224,151,2517,1361,646,184,185,1398,2690
343,1380,1418,1375,1319,1369,1298,3039,1144,1410,1296
344,1671,2508,606,2090,1102,3016,644,2087,1366,1327
345,249,165,365,159,364,162,440,402,3012,123
346,2090,531,1327,2087,1102,1366,2237,606,3016,644
347,2977,440,404,1085,1017,1055,3025,364,365,123
348,2090,2772,2734,2773,2774,2238,2087,1366,1327,2237
349,570,303,605,646,340,453,569,606,644,3016
350,1410,1380,3039,1418,1489,1375,1320,1298,1319,1144
351,193,233,196,194,499,267,195,268,270,269
352,1418,719,1144,365,364,806,1193,1345,1320,1319
353,287,286,404,361,3012,365,364,363,440,123
354,1206,2684,1162,1123,2603,806,1319,1085,365,364
355,286,287,324,3012,361,365,440,364,363,123
356,1671,2772,1404,3016,644,2090,1102,2087,1366,1327
357,1330,2734,1671,1102,2772,2090,2087,1404,1366,1327
358,345,270,652,653,269,651,382,498,537,499
359,361,287,328,286,404,363,365,364,123,440
360,1319,1180,1375,1296,3039,1418,1144,728,687,1369
361,498,653,652,651,382,270,267,536,499,269
362,224,2690,189,606,3013,569,646,228,3016,644
363,377,606,337,342,303,2935,644,416,3016,340
364,376,377,341,301,337,303,342,416,2935,340
365,2736,2477,2768,2561,2517,2689,2727,228,1102,2690
366,185,646,184,1399,151,1361,2517,2477,1398,2690
367,1414,1180,1146,1410,1380,3039,1144,1369,1418,1375
368,1146,1345,1450,1414,1418,1452,1193,1375,1180,1218
369,228,2810,2769,2729,2730,2736,2731,2768,2690,1102
370,1404,2774,2237,2772,3016,1102,644,1366,2087,1327
371,337,377,606,303,342,2935,416,644,340,3016
372,913,1521,3034,1939,2015,1522,1484,989,951,1977
373,3004,806,2606,404,1320,440,719,364,1319,365
374,287,365,286,362,400,361,364,402,440,363
375,719,1564,1375,1410,1418,3039,1380,1369,1319,1144
376,3013,570,453,605,228,646,569,606,644,3016
377,377,341,301,337,3016,342,303,416,2935,340
378,499,3024,305,537,156,233,269,270,196,195
379,1452,1414,1375,1418,1181,1217,1345,1193,1180,1218
380,325,436,287,361,286,402,363,365,364,440
381,286,287,328,325,326,363,404,364,365,440
382,148,2855,152,2898,151,2896,2894,188,2899,2889
383,328,2646,2566,1320,2994,1206,1319,404,364,365
384,2734,2772,2774,1102,644,2090,1366,2087,1327,2237
385,1144,2661,2513,536,653,498,651,537,2512,499
386,286,362,249,361,400,365,402,364,440,363
387,608,531,2772,1102,646,453,569,606,3016,644
388,692,1446,1105,3039,1410,1298,1296,1319,1144,1369
389,644,416,301,224,189,228,3016,303,2935,340
390,1418,1296,1410,2661,2509,2477,2514,1369,2513,2512
391,2734,2087,2773,644,1102,1366,2772,2774,1327,2237
392,361,287,328,286,123,404,363,364,365,440
393,3039,1369,719,2546,1380,1320,1418,1180,1144,1319
394,228,531,570,608,605,646,569,606,3016,644
395,1327,1366,2773,1102,2772,2774,606,3016,644,2237
396,1102,2773,2734,3016,2087,2772,453,644,2238,2237
397,148,17,26,27,25,62,23,68,69,20
398,2774,644,2734,2090,1102,2772,2237,1366,2087,1327
399,248,365,364,400,361,362,249,440,402,363
400,2774,2238,3016,1366,2087,2772,1102,644,1327,2237
401,1087,1088,1056,1092,2726,2977,3025,1017,1054,1055
402,2734,2772,2773,2774,2090,1898,1366,2087,1327,2237
403,803,536,2995,499,362,1319,363,440,402,361
404,2840,2801,2839,2843,2878,2845,2916,2882,2841,2881
405,1159,802,707,1162,1127,765,120,635,123,159
406,989,574,1789,651,1939,571,2512,536,913,610
407,1366,2238,1102,2772,3016,2275,2774,1327,644,2237
408,196,79,123,3024,25,156,84,122,120,119
409,286,364,400,402,283,440,249,362,361,363
410,1320,1049,1089,1126,1161,1162,1123,1085,2994,1206
411,1380,719,1398,1320,1418,1358,1375,3004,1144,1319
412,228,531,608,570,605,646,569,606,644,3016
413,2566,287,325,1206,2994,328,440,404,364,365
414,1102,2090,2773,2734,2774,2772,2087,1366,1327,2237
415,2840,2916,2841,2843,2921,2881,2918,2882,2803,2801
416,382,156,194,268,193,233,270,269,195,196
417,2774,2237,2772,2090,1102,3016,2087,644,1366,1327
418,1424,1385,1344,1345,1452,1450,1193,1180,1181,1218
419,26,17,1384,148,152,23,69,68,2889,20
420,1361,2916,2517,2514,1319,2661,1398,2477,2513,2512
421,2774,1366,2238,2087,2772,3016,1102,644,1327,2237
422,364,248,400,171,440,361,402,362,249,363
423,3016,339,341,301,337,342,416,303,2935,340
424,453,2731,2736,2774,569,2772,2237,606,3016,644
425,343,196,268,230,158,269,193,194,270,195
426,1144,1319,653,692,498,537,651,499,2513,2512
427,1713,951,1750,989,1901,913,2512,1939,1789,1977
428,2644,2684,2564,1319,2606,2646,440,404,364,365
429,2736,2773,1366,1102,2774,2772,3016,1327,644,2237
430,474,364,400,249,440,402,171,362,363,361
431,570,2087,606,531,644,414,416,451,452,453
432,400,325,399,436,361,402,365,364,363,440
433,2087,2734,2774,2773,1102,2772,2238,3016,644,2237
434,2684,2482,719,365,2644,1193,2646,2564,2606,1319
435,328,327,400,404,123,363,365,364,402,440
436,249,287,286,400,361,402,365,440,364,363
437,1375,1378,1418,1358,1193,1345,1320,719,3004,1319
438,1218,1147,1378,1345,1380,1180,1320,1144,1418,1319
439,2090,2774,2734,2087,2773,2238,2772,3016,644,2237
440,377,453,301,3016,337,342,416,303,2935,340
441,1484,1750,1521,1522,1597,2015,3034,1598,1939,1977
442,1344,1085,1189,1385,1153,1418,1193,1320,1345,1319
443,1711,989,1521,951,3034,1484,1522,2015,1939,1977
444,644,2773,2774,2734,1102,2090,2772,2087,1366,1327
445,1091,1088,2977,1056,1092,3025,1017,3004,1054,1055
446,1680,1716,1755,1795,1679,1867,1793,1681,1829,3005
447,342,453,569,2935,303,606,416,340,644,3016
448,2731,2736,1327,1366,2774,2772,1102,606,3016,644
449,1358,3004,2546,1180,719,1380,1418,1320,1144,1319
450,1320,3004,1398,3039,1298,1410,1369,1144,1296,1319
451,1144,1373,1370,692,1754,3005,1793,1789,1296,728
452,2774,2734,2736,606,2773,2772,453,2237,644,3016
453,2736,2731,2774,606,2275,2772,1102,3016,644,2237
454,1375,1361,1418,1358,3004,1398,2513,1144,2512,1319
455,474,248,400,249,402,440,362,361,363,171
456,531,2772,2731,2736,228,569,2237,606,3016,644
457,248,364,400,249,440,361,362,171,402,363
458,1521,3034,951,1522,2015,1901,1939,989,1484,1977
459,1087,1088,1092,1056,1156,1054,1055,1126,3004,1384
460,436,326,123,328,404,363,402,365,364,440
461,1090,1085,1092,2977,1088,1055,1087,1126,1017,1054
462,2966,156,126,122,89,125,84,119,91,88
463,2963,3004,3039,1298,1398,1410,1144,1369,1319,1296
464,2552,2591,2587,2881,2550,2512,2553,2509,2593,2882
465,269,25,234,267,233,3024,118,270,195,196
466,686,1716,499,1939,1793,651,1754,1789,3005,536
467,3016,2090,644,2772,1102,1366,2238,2087,1327,2237
468,2935,1711,1939,3034,2015,1484,1522,989,951,1977
469,230,268,193,158,233,269,196,194,270,195
470,1521,1711,3034,1939,2015,1484,1522,989,951,1977
471,1180,1147,1378,1369,1375,1320,1380,1144,1418,1319
472,1345,1369,2546,1380,1378,1144,1180,1319,1375,1418
473,1206,1153,1418,719,1358,1193,1345,3004,1320,1319
474,2731,3016,1366,2087,2772,644,2238,1102,1327,2237
475,2477,1359,2512,2517,2649,1358,3004,1361,1398,1319
476,2286,2979,2462,2368,1681,2366,2614,2576,2325,2287
477,2994,2566,2564,2606,1398,1320,1358,2646,3004,1319
478,2605,2566,2647,2644,2684,2564,2606,3004,1319,2646
479,2571,1361,1398,2649,2646,2650,2688,2653,2609,2648
480,651,3004,361,363,487,537,1319,1398,440,402
481,2646,3004,1206,2652,2726,328,2994,364,404,365
482,2773,2774,2090,2238,2087,1366,2734,1327,2772,2237
483,416,2690,2734,2237,2736,606,2772,3016,644,453
484,1157,1123,1121,1160,1126,1085,3004,1162,1319,81
485,2736,1366,1102,2773,606,2774,2772,2237,3016,644
486,806,1278,1242,1239,364,328,1206,2994,404,365
487,1366,1327,2773,1102,606,2772,2774,3016,644,2237
488,1375,1345,1378,1147,1180,1320,1380,1144,1418,1319
489,644,1366,1102,2087,2772,2774,1327,2238,2275,2237
490,2517,2690,574,499,2514,269,536,2512,2513,2477
491,262,187,2882,151,224,3016,189,188,3013,228
492,301,606,337,342,303,644,2935,416,3016,340
