,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
325,1147,1185,1452,1189,1075,1183,1073,1681,1035,1224
326,1484,2322,1182,2320,1181,1183,1522,1903,2213,2281
327,2960,1484,913,1145,1450,951,952,953,1181,1183
328,951,1027,1032,1065,1103,1145,952,953,1181,1183
329,1185,1147,1145,1452,1149,1187,1148,1189,1186,1188
330,606,379,683,570,340,531,569,3016,2935,568
331,607,570,569,605,532,568,644,646,683,3016
332,70,31,76,75,38,30,152,35,73,36
333,2977,1207,2994,630,596,1168,1208,1203,561,559
334,2081,753,1741,2647,715,1703,677,754,1057,1778
335,2300,2304,2380,2382,2413,2416,2420,2453,2496,2606
336,559,1049,1129,1130,2382,1203,1472,1208,1161,1168
337,493,2938,3016,683,530,644,532,531,569,568
338,1910,2213,1184,1952,2484,1186,2366,1149,1148,2081
339,682,681,683,715,719,753,755,756,987,1024
340,683,493,570,531,645,532,644,3016,569,568
341,2130,2167,2168,2205,2243,2244,2281,2282,2931,2960
342,755,987,1095,1096,2085,2121,2647,2650,2727,2763
343,1450,1452,1107,1186,2213,1145,1183,1188,1189,1224
344,683,531,605,644,570,646,532,569,568,3016
345,863,596,1207,557,629,666,559,561,595,630
346,683,605,644,531,570,646,532,569,568,3016
347,1161,2994,2977,1049,1017,1203,1208,559,1168,561
348,2734,2658,2810,683,2771,646,645,3016,644,719
349,531,2935,568,569,570,606,644,646,683,3016
350,1184,1147,1226,1187,1183,1148,1450,1149,1188,1186
351,174,385,231,292,239,195,177,178,346,216
352,1338,1127,1186,1129,919,1125,1168,1161,1226,1435
353,1208,557,664,629,596,666,630,595,561,559
354,1049,2081,1161,820,824,2567,1168,2561,783,1339
355,598,525,664,557,629,666,630,559,561,595
356,645,607,646,683,570,569,532,644,568,3016
357,2938,3016,683,530,1900,645,644,1862,569,568
358,503,164,654,622,615,427,155,2961,653,474
359,709,666,596,664,1208,630,525,783,561,559
360,1147,1185,1452,1075,1189,1183,1681,1035,1073,1224
361,503,622,473,435,475,2961,506,155,474,427
362,681,683,716,719,755,756,2767,2769,2773,2810
363,379,644,570,683,340,531,568,569,3016,2935
364,303,73,266,569,227,263,379,531,340,2935
365,756,987,2689,2720,2728,683,2121,2158,2727,2964
366,1187,1113,1411,1132,1227,1096,1416,2211,1133,1095
367,1643,1187,1452,1147,1186,1189,1185,1073,1224,1681
368,1186,919,1720,1073,1112,1075,1683,1035,2952,1681
369,2690,2768,2773,719,722,987,1024,681,683,756
370,2938,684,1900,3013,379,683,531,569,645,568
371,606,340,683,644,570,531,568,2935,569,3016
372,2131,2167,2168,2244,2282,2893,2899,2931,2960,3034
373,886,1338,1130,1127,1435,1472,1125,884,1161,1168
374,562,677,629,715,783,523,559,561,557,525
375,1450,1224,1452,1148,1187,1186,1145,1183,1188,1189
376,532,683,606,531,568,646,569,570,644,3016
377,570,3013,263,683,379,531,569,568,340,2935
378,216,123,195,160,178,203,213,177,201,196
379,1186,1075,1035,1112,920,1720,2952,919,1683,1681
380,710,677,709,675,1208,751,2941,559,783,525
381,824,675,784,783,709,1472,1208,2941,1049,1168
382,263,76,266,75,38,227,73,152,35,36
383,1128,1338,1049,1125,1130,1129,1472,1161,1168,1435
384,605,493,531,646,570,644,532,569,3016,568
385,654,842,656,658,843,805,803,844,840,653
386,557,629,596,666,595,561,174,630,664,559
387,1366,683,605,569,570,644,532,568,646,3016
388,1186,1189,1452,1181,1187,1188,1224,1450,1145,1183
389,569,265,570,531,303,266,227,340,263,2935
390,1068,1905,1906,1182,1409,1107,1145,1184,1181,2881
391,722,2697,683,532,493,2938,530,531,569,568
392,752,561,677,1208,2941,174,751,559,525,783
393,1413,1454,1186,1188,1224,1450,1452,1187,1189,1183
394,530,531,683,644,532,568,569,570,646,3016
395,530,644,683,493,532,3016,531,645,569,568
396,646,530,644,645,3016,531,570,569,532,568
397,31,76,114,75,38,152,35,30,73,36
398,530,570,493,3016,644,532,645,531,569,568
399,594,555,595,666,174,559,630,664,557,629
400,684,3016,644,683,493,532,531,645,569,568
401,1125,818,1208,752,675,2647,751,1168,2941,783
402,644,570,607,645,3016,532,683,531,569,568
403,653,840,886,2480,882,843,919,2441,884,2443
404,2918,3018,2847,2883,2881,2884,2888,2968,2845,2886
405,2076,2116,2117,2299,2338,2339,2380,2382,2416,2420
406,913,952,953,989,1027,1065,2167,2243,2281,3026
407,1102,683,493,2697,2938,532,530,531,569,568
408,46,85,124,58,92,90,89,49,88,86
409,630,523,524,557,555,408,485,595,629,525
410,1300,1128,2382,2421,1130,2988,1129,1168,1161,1435
411,1125,1130,1450,1183,1184,1188,2081,1149,1186,1148
412,530,568,531,606,683,569,570,644,646,3016
413,2567,1049,1472,751,2941,1208,783,2081,675,1168
414,3016,493,2938,530,645,644,532,531,569,568
415,2883,2881,2887,2888,2847,2884,2968,3018,2845,2886
416,307,344,154,153,231,533,155,229,156,346
417,531,2935,645,1633,3016,3013,683,532,569,568
418,1720,1127,1681,1685,919,920,1186,1683,1684,2952
419,31,76,70,75,38,30,35,152,73,36
420,2081,2485,1181,2590,2556,2553,2041,2515,2483,2211
421,2354,493,1936,379,530,569,1900,1938,531,568
422,408,2961,371,629,522,175,212,519,555,174
423,530,3013,683,263,379,568,569,531,340,2935
424,645,570,493,646,531,644,532,569,3016,568
425,346,382,384,457,495,499,533,536,574,3026
426,1035,2213,801,653,842,843,1032,803,840,844
427,1521,1522,2129,2130,2167,2168,2243,2281,2282,2960
428,788,2647,1049,1472,2941,1161,675,751,1168,2081
429,1102,683,2697,532,2938,493,530,531,569,568
430,446,440,369,365,479,174,2961,519,371,408
431,570,1063,608,493,683,530,531,532,568,1102
432,713,753,675,783,755,752,751,677,715,525
433,758,3016,684,568,681,722,2771,2810,645,683
434,1128,1199,709,2941,789,1161,2042,751,884,2081
435,523,751,525,2941,557,561,709,562,559,560
436,975,1203,1049,1208,709,630,666,559,561,1353
437,1435,1125,1129,2079,1776,2004,1130,1161,1168,2081
438,1188,1450,1681,1189,1185,1186,1452,1183,1187,1224
439,606,530,493,531,570,644,3016,532,569,568
440,530,606,303,266,379,263,227,531,340,2935
441,2243,2244,2245,2281,2282,2283,2320,2893,2931,2960
442,1168,1129,919,1125,1186,1338,1226,1161,1127,1435
443,2167,2168,2205,2243,2244,2281,2282,2931,2960,3034
444,493,645,683,530,3016,644,532,531,569,568
445,2648,752,675,1435,2941,2460,751,2647,2421,2081
446,995,1107,1145,1181,1182,1183,2213,2322,2366,2369
447,606,570,379,683,531,3016,340,568,569,2935
448,607,684,683,570,644,3016,532,645,569,568
449,1148,1454,1452,1189,1224,1450,1186,1188,1183,1187
450,1149,1952,1145,1183,1186,1907,2081,1148,1181,1184
451,951,1450,954,1224,953,1103,1145,952,1181,1183
452,379,645,569,493,570,530,1102,531,532,568
453,1063,531,645,2697,342,456,569,532,1102,568
454,2408,2409,2213,2364,2483,2366,2369,2445,2447,2484
455,440,213,365,177,214,174,175,178,216,254
456,493,3013,605,531,683,532,569,646,3016,568
457,173,408,2961,175,196,522,212,555,519,174
458,2092,2129,2130,2167,2168,2243,2244,2281,2282,2960
459,1741,751,2500,2648,752,2421,2460,2646,2647,2081
460,755,562,2941,715,751,560,677,783,559,525
461,2646,2941,2647,1435,1049,1161,1168,2460,2081,2421
462,46,85,124,58,92,90,89,49,86,88
463,1130,1183,1186,1910,1952,1184,1907,1148,1181,2081
464,2593,2550,2716,2881,2632,2512,2510,2674,2676,2677
465,262,330,86,138,372,292,49,89,426,88
466,533,571,724,952,953,990,1027,1065,1181,2243
467,532,379,684,493,3013,683,531,569,645,568
468,2093,2129,2130,2167,2168,2244,2282,2931,2960,3034
469,229,231,268,305,344,346,382,384,533,3026
470,2129,2130,2167,2168,2205,2244,2282,2931,2960,3034
471,1183,1147,1452,1185,1189,1681,1188,1187,1186,1224
472,1681,1147,1149,1148,1185,1224,1189,1188,1187,1186
473,1125,1454,1129,1168,1161,1226,1435,1148,1149,1186
474,683,2697,493,645,1938,2938,530,531,569,568
475,2364,2408,2409,2485,2366,2369,2445,2447,2483,2484
476,1907,1944,2213,2322,2360,2363,2366,2368,2369,3015
477,2647,2382,2004,2005,1130,1776,1161,1168,2042,2081
478,1049,1128,751,1130,1776,1435,1472,1161,1168,2081
479,716,783,2082,677,2647,2648,715,2081,2043,755
480,803,842,845,840,882,653,805,843,844,884
481,675,2647,2648,677,755,753,752,2081,525,751
482,1139,342,1063,683,644,531,645,569,1102,568
483,608,227,379,570,493,530,531,1102,568,532
484,2686,2640,2678,2676,675,2382,2647,751,2421,2081
485,3013,2935,644,493,1102,3016,531,645,569,568
486,2567,709,2382,1125,2941,2081,1049,1161,1472,1168
487,2935,3013,532,493,683,3016,531,645,569,568
488,1183,1188,1681,1413,1185,1186,1187,1189,1452,1224
489,379,1102,493,2938,2697,683,531,645,569,568
490,116,153,724,913,231,495,155,1067,533,572
491,2733,2811,2772,2810,722,2695,2051,2052,2771,2734
492,1102,263,3013,683,379,568,569,531,340,2935
493,1133,1113,1604,1436,2518,2478,2480,2482,2250,2443
494,1188,1222,1452,1182,1224,1107,1450,1145,1181,1183
495,1187,2081,1145,1450,1183,1184,1188,1149,1148,1186
496,487,524,525,677,715,752,753,754,755,2158
497,951,1484,2281,1903,991,1522,952,1103,1181,1183
498,2925,2921,2884,2917,2888,2845,2968,2847,2886,3018
499,1452,1341,1147,1186,1185,1035,1075,1224,1073,1681
500,1163,1207,1161,1208,3004,1300,1203,1334,561,559
501,789,981,2005,2421,3029,2647,1134,2382,751,2081
502,114,75,30,38,227,70,152,35,73,36
503,254,475,133,238,362,216,2961,474,196,201
504,644,1938,1862,530,683,2938,645,531,569,568
505,2382,2005,1125,1130,1168,2079,2004,1161,2042,2081
506,683,530,493,644,3016,531,532,645,569,568
507,1450,1185,1186,1413,1681,1187,1183,1452,1189,1224
508,1306,1188,1168,919,884,1149,1435,1226,1186,1109
509,1944,2170,2369,1107,1145,1181,1182,1183,2213,2366
510,1436,1226,1112,1247,1403,1229,1062,1025,1828,1113
511,2420,2382,1168,1049,2458,1161,1435,2460,2081,2421
