,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
0,2640,2636,2547,2938,2598,2641,2635,2637,522,2585
0,2547,2623,2546,2641,2562,2601,2637,2639,2585,522
0,788,827,1090,1161,1162,826,1118,1199,1091,1129
0,2130,1217,2014,950,2281,2128,2204,2242,2243,2280
0,2775,2740,2844,2840,2834,2889,2846,67,37,2837
0,1670,1023,3000,2955,1669,1024,1063,1367,1025,1364
0,1694,1119,1121,1162,1118,781,1199,1198,1237,744
0,762,1180,652,2624,1217,798,988,2585,950,2623
0,2606,163,823,826,1199,2528,744,2601,1167,480
0,189,2956,186,226,227,530,110,183,529,147
0,1167,1682,1419,1072,163,1160,1199,1162,744,1034
0,2831,2874,2840,2836,2791,2750,2837,2834,2889,2793
0,2547,522,2640,2598,2636,2938,2641,2635,2637,2585
0,189,186,151,530,226,227,529,110,183,147
0,616,798,553,480,620,483,482,520,521,522
0,531,567,227,186,2956,110,530,183,147,529
0,1167,1198,1121,1091,1161,1162,1237,1129,1118,1199
0,2562,2484,2644,2637,2639,521,2601,2640,2641,522
0,674,1167,1199,824,744,672,2528,2601,823,480
0,1443,2955,1324,1063,1669,1363,1024,1367,1025,1364
0,1121,1053,1090,826,1161,1162,1199,1118,1129,1091
0,118,126,123,252,101,248,230,133,172,157
0,1024,2161,1215,3000,1063,948,1443,2949,1177,1669
0,678,828,1666,1627,754,1626,2043,827,1133,1665
0,744,1121,1237,826,1682,480,1164,1161,1199,1162
0,1554,1060,1666,1708,1025,1367,3000,2955,1324,1364
0,1237,1167,1419,1682,1162,1199,1160,163,1034,744
0,2760,2636,2758,2635,2637,2644,2640,2641,521,522
0,1121,1205,1162,1198,480,1118,1199,781,744,1237
0,1670,1666,1708,1554,3000,1367,1025,2955,1324,1364
0,2639,522,2567,2606,2723,2644,163,2605,2601,2528
0,1666,1101,1975,1555,1286,1138,1133,1367,1364,1324
0,1205,1160,3003,1682,1167,1199,1198,1162,1237,744
0,33,2936,16,73,15,3018,36,35,74,37
0,118,61,48,60,46,87,35,123,37,90
0,1072,1167,1682,1419,1162,1199,1160,744,163,1034
0,1163,1129,747,1167,744,480,163,1199,1162,1034
0,688,691,689,801,2624,798,1180,522,2623,1217
0,2014,2357,988,2128,950,2204,2281,2243,2242,2280
0,2129,2357,988,1976,2128,2204,2242,2243,2280,2281
0,2949,1671,1063,1367,1670,1024,1025,1669,1443,1364
0,72,186,529,189,226,151,227,183,110,147
0,912,1221,1034,1182,988,1216,1218,950,1180,1217
0,483,472,211,616,619,553,620,520,521,522
0,519,616,557,483,480,553,482,520,522,521
0,1025,1554,1060,1367,1708,1666,2955,1363,1324,1364
0,826,788,2499,790,366,2157,675,789,1665,827
0,2484,2598,2547,1217,521,798,2624,2623,2585,522
0,1666,1671,1554,3000,1363,1324,1367,1025,2955,1364
0,1670,1671,1555,1554,1363,1324,1367,1025,2955,1364
0,823,1169,1130,2976,1218,827,1180,3003,2043,1217
0,988,1976,2014,2128,2204,2242,2243,2280,2281,2930
0,1118,748,2499,749,788,1129,789,827,1091,826
0,1555,1666,1554,1060,1367,1025,2955,1363,1324,1364
0,1023,1670,1554,1555,3000,1324,1025,1367,2955,1364
0,1682,1118,826,480,1121,1161,1086,1199,1164,1162
0,1161,827,1237,789,1167,1162,826,1118,1199,1129
0,1632,2949,1215,1025,1443,1367,1669,1024,1063,1364
0,2599,2641,2560,801,2600,1217,2639,522,2562,2601
0,1161,1160,1682,480,1167,1198,1199,1237,1162,744
0,1443,1671,1632,1670,1367,1024,1063,1669,1025,1364
0,163,3003,1160,1167,1682,1198,1199,1237,1162,744
0,823,522,2562,1034,801,2601,950,1218,1180,1217
0,1161,1160,1682,1198,1167,480,1237,1199,744,1162
0,2014,2357,2128,2204,950,988,2281,2243,2242,2280
0,35,522,674,2567,827,672,823,480,2528,37
0,480,1118,825,1129,1161,1682,1164,826,1199,1162
0,483,2639,520,691,803,2600,2641,798,521,522
0,756,2161,719,1668,1024,2199,1063,1367,2949,1443
0,106,184,227,36,74,2956,186,108,110,147
0,2562,2644,480,483,826,2601,2484,823,521,522
0,2281,988,2130,2623,2242,2204,1217,2243,2128,2280
0,2199,2164,1324,2124,2127,2123,2163,2949,640,2161
0,1133,678,1097,1627,2162,1628,640,2199,2161,2949
0,1687,1162,1610,1994,1682,1198,1958,2035,2033,744
0,674,677,791,2162,678,827,681,2161,1628,640
0,988,2014,950,2204,1520,1976,2242,2243,2280,2281
0,950,988,2014,2204,1520,1976,2242,2243,2280,2281
0,222,189,150,221,2810,187,2936,186,263,37
0,827,674,715,791,1626,1625,678,640,1665,675
0,480,2528,691,2606,694,823,163,801,1034,803
0,894,1732,1994,1689,1771,1694,3028,1772,1770,744
0,717,1097,1626,1628,1665,2161,1133,678,640,1627
0,2162,2124,2317,1784,719,1669,2161,1443,2199,2949
0,364,620,171,442,209,480,439,248,211,157
0,1684,1732,750,894,1771,1694,3028,1772,1770,744
0,1097,1628,1969,2199,640,678,1627,2691,2949,2161
0,748,1118,747,1121,480,1162,826,2976,1091,1164
0,1167,1419,1199,1162,1610,163,1072,1160,1034,744
0,2164,1097,2124,1133,2162,644,640,2199,2161,2949
0,231,248,114,152,172,230,133,101,100,157
0,950,1520,1976,2014,2204,2242,2243,2280,2281,2930
0,1198,750,2033,3028,2073,1994,1694,2035,1770,744
0,1167,1072,1160,1199,1198,1237,163,1162,1034,744
0,1167,1610,1215,1072,1263,694,163,1419,744,1034
0,2930,2014,950,988,2204,1976,2242,2243,2280,2281
0,2639,2600,2606,480,1034,2605,163,803,2528,744
0,995,1033,1951,1647,1072,3019,1685,1610,1160,1034
0,989,2281,1520,2130,1521,2242,2014,988,950,2280
0,1024,1025,948,2317,1177,1063,1670,2949,1669,1443
0,248,1119,285,480,1121,1244,1118,629,781,744
0,2085,2127,2162,2124,2163,2123,2199,640,2949,2161
0,1610,1647,998,1186,1147,3019,1192,995,1034,1685
0,1033,1229,1647,1147,1685,1002,1034,995,1192,998
0,2161,3000,797,2199,2317,756,1669,719,2949,1443
0,493,754,183,227,147,529,530,492,531,567
0,1097,2163,1628,678,2127,2123,2691,2949,640,2161
0,1119,781,1162,1198,1237,1121,1199,629,744,1118
0,1121,480,1198,1118,1205,1167,1237,781,3003,744
0,186,72,74,189,226,183,147,110,227,151
0,2955,1669,1060,1024,1670,1668,1363,1707,1025,1364
0,1229,1002,1647,1033,1147,1034,1192,995,1685,998
0,1520,1976,2014,2204,2242,2243,2280,2281,2319,2930
0,529,189,74,72,183,226,147,110,227,151
0,1770,2033,2035,1958,1682,1162,1237,3003,1198,744
0,2163,2085,1628,2162,1097,2124,2199,640,2161,2949
0,1628,2162,2199,754,682,2161,2949,1133,644,640
0,894,781,1237,750,2035,1694,3028,1198,1770,744
0,1229,1775,1221,1227,988,1129,1192,1034,1217,950
0,1162,1199,629,1119,1121,1118,1198,1237,781,744
0,1160,1167,1034,1682,1958,1162,3003,1198,1237,744
0,1063,1215,2317,1177,2949,1669,756,948,719,1443
0,1033,1647,1229,1034,1002,1147,1685,1192,995,998
0,306,102,118,230,133,139,100,152,157,101
0,2640,2623,2635,2938,2600,2598,2639,2641,522,2637
0,2943,1668,1024,682,531,1063,2199,644,719,2949
0,3019,1610,1033,1647,1147,1192,1034,998,995,1685
0,2128,2014,2130,950,2281,2204,2242,2243,2623,2280
0,2130,989,1002,1521,1217,2014,998,2280,988,950
0,1180,1221,1216,1129,1192,1118,1034,1217,988,950
0,1419,1072,163,1162,1263,1610,1199,744,1160,1034
0,186,72,189,74,183,226,147,110,227,151
0,1671,1670,1215,1632,2317,756,2949,719,1669,1443
0,1,16,34,73,3018,35,36,15,74,37
0,1162,1199,1119,629,1198,1121,1237,781,1118,744
0,1129,2976,366,749,788,748,1091,826,827,789
0,750,1198,2033,3028,2073,1994,1694,2035,1770,744
0,3003,1121,1167,1118,1162,781,1199,1198,1237,744
0,1671,1025,3000,1063,1670,2317,1177,2949,1669,1443
0,1160,2528,1129,480,1167,1162,1199,163,744,1034
0,754,1097,1628,1626,2161,678,1627,1133,1665,640
0,797,1063,948,2317,3000,1670,1177,2949,1669,1443
0,2128,2166,2930,950,1976,2204,2242,2243,2280,2281
0,791,2606,2723,3003,827,744,2605,2685,2567,2528
0,1147,1685,1263,1033,1160,1225,1229,1192,1186,1034
0,948,1670,1215,2949,2317,1177,1669,719,756,1443
0,2940,480,1121,248,285,781,1244,1118,744,629
0,1177,797,3000,2317,1669,1063,719,756,2949,1443
0,1161,781,1129,1162,1198,1121,744,1199,1237,1118
0,1707,2161,1671,2317,1025,1670,3000,1669,2949,1443
0,113,147,265,37,151,186,74,189,110,227
0,1682,1129,1419,1199,1160,1072,1162,163,744,1034
0,306,248,118,123,133,100,230,172,101,157
0,1160,3003,1199,163,1682,1034,1198,1162,1237,744
0,1281,1162,1205,1121,781,1129,744,1199,1237,1118
0,2531,1198,1205,1167,480,781,674,1237,3003,744
0,1167,1205,480,1199,1090,674,1281,1091,1129,1118
0,797,948,1215,1177,2317,756,719,1669,2949,1443
0,2317,1063,1024,2949,1632,1215,1671,1670,1443,1669
0,2641,616,473,553,655,619,520,620,521,522
0,480,1281,1167,744,674,1205,1237,1129,1199,1118
0,998,1147,3019,1033,1610,1647,995,1192,1685,1034
0,553,473,482,521,480,655,811,522,619,620
0,2727,2983,2729,2734,2771,2690,678,2691,2728,640
0,186,189,74,72,183,226,147,110,227,151
0,186,72,189,74,226,183,147,110,227,151
0,2692,2466,2734,2731,2694,2983,2766,2161,2691,640
0,163,2601,2685,2605,480,3003,2567,1167,744,2528
0,1186,1033,995,1647,1951,1610,3019,1685,1160,1034
0,2033,1723,1685,1072,3019,1951,1034,744,1610,1160
0,2085,1324,2164,2199,2123,2163,2124,640,2949,2161
0,1671,1632,1670,1364,1367,1443,1024,1025,1063,1669
0,529,189,74,183,72,226,147,110,227,151
0,950,988,1520,2014,1976,2204,2242,2243,2280,2281
0,1205,3003,1034,1167,1199,1198,480,1162,1237,744
0,1237,1118,744,2940,1167,1129,1205,839,480,674
0,163,1199,1263,1225,1192,1129,1186,744,1160,1034
0,3015,529,754,645,682,530,528,567,492,531
0,186,189,72,74,183,226,147,110,227,151
0,60,115,100,118,87,101,172,123,133,157
0,1723,1162,1951,1682,2033,1072,1034,1610,1160,744
0,3003,1129,1199,1167,781,1205,480,1237,674,744
0,1199,1162,1167,1205,480,3003,1198,781,1237,744
0,186,227,2932,113,110,36,147,151,108,74
0,1682,480,1199,1205,1162,1167,1198,3003,1237,744
0,1063,2317,719,1215,948,2949,1669,1177,756,1443
0,762,2600,653,659,2641,520,691,798,521,522
0,2940,629,1205,839,2531,1237,480,781,674,744
0,1366,719,1668,1024,2161,2199,1063,1367,1443,2949
0,1775,1162,1160,744,1199,1167,1129,1192,950,1034
0,529,74,186,226,189,151,183,227,110,147
0,2624,2641,2597,2560,2599,2601,1217,2562,2623,522
0,1024,2955,1367,1063,1671,1670,1364,1025,1443,1669
0,1127,674,1237,1205,1167,1090,1199,1118,1091,1129
0,1167,1225,1610,1072,1162,1192,1199,744,1160,1034
0,2392,1023,719,567,1024,1519,528,1670,492,531
0,2949,1670,1024,1364,1669,1367,1063,3000,1025,1443
0,2165,797,1367,1177,1669,948,1063,3000,2949,1443
0,73,2,61,16,3018,74,36,15,35,37
0,3000,1670,1024,1025,948,1177,2949,1063,1669,1443
0,803,629,323,839,708,2531,781,480,674,744
0,3000,948,1670,1177,1367,1024,1025,1443,1063,1669
0,827,1205,3003,826,1090,1167,1091,1199,1118,1129
0,1671,756,1632,1177,2317,719,1670,2949,1669,1443
0,2642,2528,1034,694,2601,2639,744,2641,803,2600
0,2756,2793,2750,2673,2758,2791,2795,2834,2981,2718
0,3028,1958,2073,1198,1994,1694,2033,2035,1770,744
0,950,2166,1976,988,2128,2204,2242,2243,2281,2280
0,1063,1443,1671,3000,1670,1367,2955,1669,1025,1364
0,91,58,61,93,60,123,87,35,90,37
0,2940,827,672,675,2601,480,2484,522,823,674
0,1205,1160,1682,1199,1167,1162,3003,1198,1237,744
0,1167,1129,1419,480,1160,1162,1199,744,163,1034
0,258,1592,682,530,645,754,528,531,492,567
0,1129,480,1199,1198,781,1205,1167,3003,1237,744
0,1367,1671,1024,2949,1177,1063,1025,1670,1443,1669
0,2740,2840,2874,2791,2831,2756,2793,2836,2834,2837
0,141,230,118,102,133,139,152,100,157,101
0,2317,2949,1632,1063,948,1215,1670,1177,1669,1443
0,1958,1199,1198,1162,1034,1682,1610,2033,1160,744
0,105,2980,16,73,3018,35,15,36,74,37
0,2599,798,2637,2600,521,2601,2639,2641,2562,522
0,1363,1670,2955,1063,1443,1367,1025,1024,1669,1364
0,2600,744,661,2641,520,481,482,620,674,480
0,36,189,72,183,74,226,147,110,227,151
0,1024,1060,1554,1668,1670,1025,1324,3000,1367,1364
0,231,267,139,152,230,306,571,100,101,157
0,799,2600,823,2641,2562,803,691,521,798,522
0,2014,950,988,2128,1976,2204,2243,2281,2242,2280
0,1129,1198,1205,1199,1162,1237,480,3003,1167,744
0,1671,1024,2955,1063,1367,1443,1670,1669,1025,1364
0,521,481,2641,618,619,655,520,480,482,620
0,948,2314,1060,1063,1975,1101,1555,1367,1324,1364
0,1199,827,744,480,1118,1205,3003,674,1167,1129
0,1364,2955,1025,1063,1443,1133,1367,2949,1324,3000
0,1163,744,1129,1167,747,1164,1161,480,1199,1162
0,1090,480,1086,1237,1161,1162,1091,1118,1199,1129
0,480,323,1119,1121,1275,3003,1198,1237,781,744
0,1198,1160,480,1167,1237,1682,163,1199,1162,744
0,1192,744,1951,1647,3019,1685,1072,1610,1160,1034
0,3000,1670,1215,2949,1063,756,1669,948,1177,1443
0,74,530,189,529,226,183,151,227,110,147
0,1976,2014,2166,2204,2242,2243,2280,2281,2319,2930
0,2033,1199,163,1034,1160,1682,1198,1162,1237,744
0,1520,1976,2014,2166,2204,2242,2243,2280,2281,2930
0,1024,2317,1025,1670,948,1063,1177,2949,1669,1443
0,788,1091,3003,789,827,1167,826,1199,1118,1129
0,1192,1775,988,1216,2130,1218,1180,2623,950,1217
0,529,189,183,74,72,147,226,110,227,151
0,1670,1668,1063,1367,1024,1025,1669,2949,1443,3000
0,1610,1129,1419,163,1072,1162,1199,744,1160,1034
0,1161,1775,1164,1160,1129,1034,744,1167,1199,1162
0,1216,1221,1118,998,1129,1192,1034,988,1217,950
0,1443,1024,1670,1177,1101,1025,948,1063,1367,1364
0,1555,3000,1023,1666,1363,1025,1367,1324,2955,1364
0,1217,2605,2528,801,2600,2639,163,1034,2562,2601
0,208,249,327,212,209,133,230,248,172,157
0,1553,1401,1024,2943,1363,1668,1367,1670,1554,1364
0,811,482,2639,2600,2642,674,480,744,2641,620
0,2357,950,988,2128,1976,2204,2243,2242,2280,2281
0,1199,749,3003,1118,1091,788,789,827,1129,826
0,823,480,1167,1127,1090,674,1118,1199,1091,1129
0,1205,1198,3003,1162,1118,1129,1167,744,1237,1199
0,37,93,61,90,46,60,91,118,87,123
0,1161,3003,1164,1160,1129,1034,1167,744,1199,1162
0,2674,522,2640,2598,2938,2636,2641,2635,2585,2637
0,61,127,50,60,58,87,74,90,35,37
0,2243,2281,2242,2130,1217,2128,950,988,2280,2623
0,1632,948,1367,1025,1215,1443,1024,1177,1669,1063
0,2128,2129,2166,2204,2242,2243,2280,2281,2319,2930
0,231,267,152,139,230,306,571,100,101,157
0,2014,2128,2166,2204,2242,2243,2280,2281,2319,2930
0,1192,1033,1647,1951,1072,3019,1685,1610,1160,1034
0,1263,1608,1951,1072,1199,3019,1610,744,1034,1160
0,1167,163,1034,1198,1682,1237,1160,1199,1162,744
0,3000,2955,2949,1443,1367,1025,1024,1063,1669,1364
0,522,2528,801,1034,2641,163,2600,2639,2562,2601
0,1181,1775,1218,1221,1186,1192,1034,1180,950,1217
0,1205,1160,1198,3003,1237,480,1167,1199,1162,744
0,1129,1205,1198,1199,1162,480,3003,1237,1167,744
0,827,2601,1205,163,480,2531,1167,3003,674,744
0,2639,823,2562,691,2600,2641,798,803,521,522
0,827,1162,826,1090,1161,1167,1091,1199,1118,1129
0,1215,1367,1670,1101,1063,1443,1025,1364,1669,1177
0,1024,1555,1324,1025,3000,948,1101,1063,1367,1364
0,1090,1161,1167,1162,827,826,1118,1199,1091,1129
0,1632,3000,1024,1367,1443,1063,1669,1670,1025,1364
0,480,781,1205,3003,1162,1199,1167,1198,1237,744
0,2955,1670,1024,3000,1669,1443,1063,1367,1025,1364
0,3019,1033,1186,1647,1610,995,1685,1192,1160,1034
